run,path,program,task,file,max_depth,max_num_nodes,status,elapsed_time,output
6,pydl8.5/core/build,./dl85,accuracy,heart-cleveland,5,,Success,14.53506637,"(nFeats, nTransactions) : ( 95, 296 )
Class Distribution: 0:136, 1:160
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 6, ""left"": {""feat"": 93, ""left"": {""feat"": 86, ""left"": {""feat"": 32, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 24, ""left"": {""feat"": 71, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 2}}}}, ""right"": {""feat"": 14, ""left"": {""feat"": 28, ""left"": {""feat"": 63, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 2}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 42, ""left"": {""feat"": 86, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 3}}, ""right"": {""feat"": 65, ""left"": {""value"": 0, ""error"": 4}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 25
Accuracy: 0.915541
CacheSize: 25573
RunTime: 14.509959
Timeout: False"
7,pydl8.5/core/build,./dl85,accuracy,heart-cleveland,5,,Success,13.63905787,"(nFeats, nTransactions) : ( 95, 296 )
Class Distribution: 0:136, 1:160
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 6, ""left"": {""feat"": 93, ""left"": {""feat"": 86, ""left"": {""feat"": 32, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 24, ""left"": {""feat"": 71, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 2}}}}, ""right"": {""feat"": 14, ""left"": {""feat"": 28, ""left"": {""feat"": 63, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 2}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 42, ""left"": {""feat"": 86, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 3}}, ""right"": {""feat"": 65, ""left"": {""value"": 0, ""error"": 4}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 25
Accuracy: 0.915541
CacheSize: 25573
RunTime: 13.608826
Timeout: False"
8,pydl8.5/core/build,./dl85,accuracy,heart-cleveland,5,,Success,13.36533141,"(nFeats, nTransactions) : ( 95, 296 )
Class Distribution: 0:136, 1:160
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 6, ""left"": {""feat"": 93, ""left"": {""feat"": 86, ""left"": {""feat"": 32, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 24, ""left"": {""feat"": 71, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 2}}}}, ""right"": {""feat"": 14, ""left"": {""feat"": 28, ""left"": {""feat"": 63, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 2}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 42, ""left"": {""feat"": 86, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 3}}, ""right"": {""feat"": 65, ""left"": {""value"": 0, ""error"": 4}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 25
Accuracy: 0.915541
CacheSize: 25573
RunTime: 13.336036
Timeout: False"
9,pydl8.5/core/build,./dl85,accuracy,heart-cleveland,5,,Success,13.51783299,"(nFeats, nTransactions) : ( 95, 296 )
Class Distribution: 0:136, 1:160
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 6, ""left"": {""feat"": 93, ""left"": {""feat"": 86, ""left"": {""feat"": 32, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 24, ""left"": {""feat"": 71, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 2}}}}, ""right"": {""feat"": 14, ""left"": {""feat"": 28, ""left"": {""feat"": 63, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 2}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 42, ""left"": {""feat"": 86, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 3}}, ""right"": {""feat"": 65, ""left"": {""value"": 0, ""error"": 4}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 25
Accuracy: 0.915541
CacheSize: 25573
RunTime: 13.485927
Timeout: False"
10,pydl8.5/core/build,./dl85,accuracy,heart-cleveland,5,,Success,13.56255031,"(nFeats, nTransactions) : ( 95, 296 )
Class Distribution: 0:136, 1:160
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 6, ""left"": {""feat"": 93, ""left"": {""feat"": 86, ""left"": {""feat"": 32, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 24, ""left"": {""feat"": 71, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 2}}}}, ""right"": {""feat"": 14, ""left"": {""feat"": 28, ""left"": {""feat"": 63, ""left"": {""value"": 1, ""error"": 2}, ""right"": {""value"": 0, ""error"": 1}}, ""right"": {""feat"": 17, ""left"": {""value"": 0, ""error"": 2}, ""right"": {""value"": 1, ""error"": 1}}}, ""right"": {""feat"": 42, ""left"": {""feat"": 86, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 3}}, ""right"": {""feat"": 65, ""left"": {""value"": 0, ""error"": 4}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 25
Accuracy: 0.915541
CacheSize: 25573
RunTime: 13.529799
Timeout: False"
1,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.584654331,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.557154
Timeout: False"
2,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.494153261,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.471625
Timeout: False"
3,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.44263196,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.41954
Timeout: False"
4,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.493653536,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.469058
Timeout: False"
5,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.501636744,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.477955
Timeout: False"
6,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.537864447,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.51565
Timeout: False"
7,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.533300877,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.508439
Timeout: False"
8,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.471914053,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.446909
Timeout: False"
9,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.527082682,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.501226
Timeout: False"
10,pydl8.5/core/build,./dl85,accuracy,hepatitis,5,,Success,1.522653818,"(nFeats, nTransactions) : ( 68, 137 )
Class Distribution: 0:26, 1:111
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 28, ""left"": {""feat"": 6, ""left"": {""feat"": 32, ""left"": {""feat"": 50, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 38, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 32, ""left"": {""feat"": 36, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 14, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 48, ""left"": {""feat"": 30, ""left"": {""feat"": 34, ""left"": {""value"": 1, ""error"": 1}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 46, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}, ""right"": {""feat"": 26, ""left"": {""feat"": 60, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 64, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""value"": 1, ""error"": 0}}}}}
Size: 31
Depth: 4
Error: 3
Accuracy: 0.978102
CacheSize: 7497
RunTime: 1.499285
Timeout: False"
1,pydl8.5/core/build,./dl85,accuracy,ionosphere,5,,Timed out,600,"(nFeats, nTransactions) : ( 445, 351 )
Class Distribution: 0:126, 1:225
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 7, ""left"": {""feat"": 253, ""left"": {""feat"": 17, ""left"": {""feat"": 55, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}, ""right"": {""feat"": 49, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 283, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""feat"": 343, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 67, ""left"": {""feat"": 103, ""left"": {""feat"": 255, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}, ""right"": {""feat"": 31, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}}, ""right"": {""feat"": 69, ""left"": {""feat"": 345, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 81, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}}
Size: 29
Depth: 4
Error: 9
Accuracy: 0.974359
CacheSize: 49013
RunTime: 600.077026
Timeout: True"
2,pydl8.5/core/build,./dl85,accuracy,ionosphere,5,,Timed out,600,"(nFeats, nTransactions) : ( 445, 351 )
Class Distribution: 0:126, 1:225
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 7, ""left"": {""feat"": 253, ""left"": {""feat"": 17, ""left"": {""feat"": 55, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}, ""right"": {""feat"": 49, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 283, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""feat"": 343, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 67, ""left"": {""feat"": 103, ""left"": {""feat"": 255, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}, ""right"": {""feat"": 31, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}}, ""right"": {""feat"": 69, ""left"": {""feat"": 345, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 81, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}}
Size: 29
Depth: 4
Error: 9
Accuracy: 0.974359
CacheSize: 49674
RunTime: 600.095093
Timeout: True"
3,pydl8.5/core/build,./dl85,accuracy,ionosphere,5,,Timed out,600,"(nFeats, nTransactions) : ( 445, 351 )
Class Distribution: 0:126, 1:225
maxdepth: 4 --- minsup: 1
Cache type: Trie
Cache key: Frequent Itemsets
Tree: {""feat"": 7, ""left"": {""feat"": 253, ""left"": {""feat"": 17, ""left"": {""feat"": 55, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}, ""right"": {""feat"": 49, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 0}}}, ""right"": {""feat"": 283, ""left"": {""value"": 0, ""error"": 1}, ""right"": {""feat"": 343, ""left"": {""value"": 1, ""error"": 4}, ""right"": {""value"": 0, ""error"": 0}}}}, ""right"": {""feat"": 67, ""left"": {""feat"": 103, ""left"": {""feat"": 255, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}, ""right"": {""feat"": 31, ""left"": {""value"": 0, ""error"": 0}, ""right"": {""value"": 1, ""error"": 2}}}, ""right"": {""feat"": 69, ""left"": {""feat"": 345, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}, ""right"": {""feat"": 81, ""left"": {""value"": 1, ""error"": 0}, ""right"": {""value"": 0, ""error"": 0}}}}}
Size: 29
Depth: 4
Error: 9
Accuracy: 0.974359
CacheSize: 49526
RunTime: 600.110229
Timeout: True"
